rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency,report_code,ticker,corp_name
20230317000900,11011,2022,01244601,377300,OFS,재무제표,BS,재무상태표,비유동자산,제 6 기,2022.12.31 현재,"624,563,115,323",제 5 기,2021.12.31 현재,"400,928,352,641",제 4 기,2020.12.31 현재,"112,206,824,187",4,KRW,11011,377300,카카오페이
20230317000900,11011,2022,01244601,377300,OFS,재무제표,BS,재무상태표,자산총계,제 6 기,2022.12.31 현재,"2,896,844,433,923",제 5 기,2021.12.31 현재,"2,704,763,816,673",제 4 기,2020.12.31 현재,"761,403,131,316",6,KRW,11011,377300,카카오페이
20230317000900,11011,2022,01244601,377300,OFS,재무제표,BS,재무상태표,유동부채,제 6 기,2022.12.31 현재,"874,358,965,026",제 5 기,2021.12.31 현재,"845,177,575,710",제 4 기,2020.12.31 현재,"549,296,455,924",8,KRW,11011,377300,카카오페이
20230317000900,11011,2022,01244601,377300,OFS,재무제표,BS,재무상태표,비유동부채,제 6 기,2022.12.31 현재,"98,805,110,658",제 5 기,2021.12.31 현재,"118,335,007,617",제 4 기,2020.12.31 현재,"22,492,407,508",10,KRW,11011,377300,카카오페이
20230317000900,11011,2022,01244601,377300,OFS,재무제표,BS,재무상태표,부채총계,제 6 기,2022.12.31 현재,"973,164,075,684",제 5 기,2021.12.31 현재,"963,512,583,327",제 4 기,2020.12.31 현재,"571,788,863,432",12,KRW,11011,377300,카카오페이
20230317000900,11011,2022,01244601,377300,OFS,재무제표,BS,재무상태표,자본금,제 6 기,2022.12.31 현재,"66,501,413,500",제 5 기,2021.12.31 현재,"65,941,540,000",제 4 기,2020.12.31 현재,"11,114,446,000",15,KRW,11011,377300,카카오페이
20230317000900,11011,2022,01244601,377300,OFS,재무제표,BS,재무상태표,이익잉여금,제 6 기,2022.12.31 현재,"-111,659,696,325",제 5 기,2021.12.31 현재,"-209,320,837,571",제 4 기,2020.12.31 현재,"-198,589,619,748",19,KRW,11011,377300,카카오페이
20230317000900,11011,2022,01244601,377300,OFS,재무제표,BS,재무상태표,자본총계,제 6 기,2022.12.31 현재,"1,923,680,358,239",제 5 기,2021.12.31 현재,"1,741,251,233,346",제 4 기,2020.12.31 현재,"189,614,267,884",22,KRW,11011,377300,카카오페이
20230317000900,11011,2022,01244601,377300,OFS,재무제표,IS,손익계산서,영업이익,제 6 기,2022.01.01 ~ 2022.12.31,"33,207,554,252",제 5 기,2021.01.01 ~ 2021.12.31,"-401,327,820",제 4 기,2020.01.01 ~ 2020.12.31,"-5,545,384,623",26,KRW,11011,377300,카카오페이
20230317000900,11011,2022,01244601,377300,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 6 기,2022.01.01 ~ 2022.12.31,"61,598,399,105",제 5 기,2021.01.01 ~ 2021.12.31,"-2,416,166,283",제 4 기,2020.01.01 ~ 2020.12.31,"-17,217,530,643",28,KRW,11011,377300,카카오페이
20230317000900,11011,2022,01244601,377300,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 6 기,2022.01.01 ~ 2022.12.31,"96,341,815,766",제 5 기,2021.01.01 ~ 2021.12.31,"-10,731,217,823",제 4 기,2020.01.01 ~ 2020.12.31,"-17,217,530,643",30,KRW,11011,377300,카카오페이
20230317000900,11011,2022,01244601,377300,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 6 기,2022.01.01 ~ 2022.12.31,"96,341,815,766",제 5 기,2021.01.01 ~ 2021.12.31,"-10,731,217,823",제 4 기,2020.01.01 ~ 2020.12.31,"-17,217,530,643",62,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,CFS,연결재무제표,BS,재무상태표,유동자산,제 7 기,2023.12.31 현재,"2,385,238,191,524",제 6 기,2022.12.31 현재,"2,259,815,836,785",제 5 기,2021.12.31 현재,"2,292,025,213,275",1,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,CFS,연결재무제표,BS,재무상태표,비유동자산,제 7 기,2023.12.31 현재,"424,925,180,552",제 6 기,2022.12.31 현재,"303,383,126,941",제 5 기,2021.12.31 현재,"174,464,214,001",3,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,CFS,연결재무제표,BS,재무상태표,자산총계,제 7 기,2023.12.31 현재,"3,966,486,618,370",제 6 기,2022.12.31 현재,"3,331,422,320,817",제 5 기,2021.12.31 현재,"3,432,708,944,352",5,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,CFS,연결재무제표,BS,재무상태표,유동부채,제 7 기,2023.12.31 현재,"1,108,543,250,271",제 6 기,2022.12.31 현재,"873,830,451,555",제 5 기,2021.12.31 현재,"844,442,925,209",7,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,CFS,연결재무제표,BS,재무상태표,비유동부채,제 7 기,2023.12.31 현재,"95,780,272,232",제 6 기,2022.12.31 현재,"98,849,258,848",제 5 기,2021.12.31 현재,"118,147,534,439",9,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,CFS,연결재무제표,BS,재무상태표,부채총계,제 7 기,2023.12.31 현재,"2,031,711,008,305",제 6 기,2022.12.31 현재,"1,423,162,601,012",제 5 기,2021.12.31 현재,"1,637,071,183,230",11,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,CFS,연결재무제표,BS,재무상태표,자본금,제 7 기,2023.12.31 현재,"67,132,533,000",제 6 기,2022.12.31 현재,"66,501,413,500",제 5 기,2021.12.31 현재,"65,941,540,000",13,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,CFS,연결재무제표,BS,재무상태표,이익잉여금,제 7 기,2023.12.31 현재,"-170,233,169,446",제 6 기,2022.12.31 현재,"-172,749,529,559",제 5 기,2021.12.31 현재,"-228,051,887,861",17,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,CFS,연결재무제표,BS,재무상태표,자본총계,제 7 기,2023.12.31 현재,"1,934,775,610,065",제 6 기,2022.12.31 현재,"1,908,259,719,805",제 5 기,2021.12.31 현재,"1,795,637,761,122",21,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,CFS,연결재무제표,IS,손익계산서,매출액,제 7 기,2023.01.01 ~ 2023.12.31,"615,362,834,408",제 6 기,2022.01.01 ~ 2022.12.31,"521,364,289,086",제 5 기,2021.01.01 ~ 2021.12.31,"458,646,799,073",23,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,CFS,연결재무제표,IS,손익계산서,영업이익,제 7 기,2023.01.01 ~ 2023.12.31,"-56,589,696,679",제 6 기,2022.01.01 ~ 2022.12.31,"-45,483,825,929",제 5 기,2021.01.01 ~ 2021.12.31,"-27,227,158,574",25,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,CFS,연결재무제표,IS,손익계산서,법인세차감전 순이익,제 7 기,2023.01.01 ~ 2023.12.31,"-5,646,041,064",제 6 기,2022.01.01 ~ 2022.12.31,"-7,630,503,136",제 5 기,2021.01.01 ~ 2021.12.31,"-25,951,154,634",27,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,CFS,연결재무제표,IS,손익계산서,당기순이익(손실),제 7 기,2023.01.01 ~ 2023.12.31,"-22,906,723,275",제 6 기,2022.01.01 ~ 2022.12.31,"26,829,839,393",제 5 기,2021.01.01 ~ 2021.12.31,"-33,863,310,446",29,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,CFS,연결재무제표,IS,손익계산서,당기순이익(손실),제 7 기,2023.01.01 ~ 2023.12.31,"-22,906,723,275",제 6 기,2022.01.01 ~ 2022.12.31,"26,829,839,393",제 5 기,2021.01.01 ~ 2021.12.31,"-33,863,310,446",61,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,CFS,연결재무제표,IS,손익계산서,총포괄손익,제 7 기,2023.01.01 ~ 2023.12.31,"-27,361,467,587",제 6 기,2022.01.01 ~ 2022.12.31,"29,410,080,052",제 5 기,2021.01.01 ~ 2021.12.31,"-33,641,605,057",63,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,CFS,연결재무제표,IS,손익계산서,영업비용,제 7 기,2023.01.01 ~ 2023.12.31,"671,952,531,087",제 6 기,2022.01.01 ~ 2022.12.31,"566,848,115,015",제 5 기,2021.01.01 ~ 2021.12.31,"485,873,957,647",65,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,OFS,재무제표,BS,재무상태표,유동자산,제 7 기,2023.12.31 현재,"2,395,729,063,310",제 6 기,2022.12.31 현재,"2,272,281,318,600",제 5 기,2021.12.31 현재,"2,303,835,464,032",2,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,OFS,재무제표,BS,재무상태표,비유동자산,제 7 기,2023.12.31 현재,"891,450,508,013",제 6 기,2022.12.31 현재,"624,563,115,323",제 5 기,2021.12.31 현재,"400,928,352,641",4,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,OFS,재무제표,BS,재무상태표,자산총계,제 7 기,2023.12.31 현재,"3,287,179,571,323",제 6 기,2022.12.31 현재,"2,896,844,433,923",제 5 기,2021.12.31 현재,"2,704,763,816,673",6,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,OFS,재무제표,BS,재무상태표,유동부채,제 7 기,2023.12.31 현재,"1,109,566,542,953",제 6 기,2022.12.31 현재,"874,358,965,026",제 5 기,2021.12.31 현재,"845,177,575,710",8,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,OFS,재무제표,BS,재무상태표,비유동부채,제 7 기,2023.12.31 현재,"96,365,680,692",제 6 기,2022.12.31 현재,"98,805,110,658",제 5 기,2021.12.31 현재,"118,335,007,617",10,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,OFS,재무제표,BS,재무상태표,부채총계,제 7 기,2023.12.31 현재,"1,205,932,223,645",제 6 기,2022.12.31 현재,"973,164,075,684",제 5 기,2021.12.31 현재,"963,512,583,327",12,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,OFS,재무제표,BS,재무상태표,자본금,제 7 기,2023.12.31 현재,"67,132,533,000",제 6 기,2022.12.31 현재,"66,501,413,500",제 5 기,2021.12.31 현재,"65,941,540,000",15,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,OFS,재무제표,BS,재무상태표,이익잉여금,제 7 기,2023.12.31 현재,"-45,556,651,318",제 6 기,2022.12.31 현재,"-111,659,696,325",제 5 기,2021.12.31 현재,"-209,320,837,571",19,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,OFS,재무제표,BS,재무상태표,자본총계,제 7 기,2023.12.31 현재,"2,081,247,347,678",제 6 기,2022.12.31 현재,"1,923,680,358,239",제 5 기,2021.12.31 현재,"1,741,251,233,346",22,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,OFS,재무제표,IS,손익계산서,매출액,제 7 기,2023.01.01 ~ 2023.12.31,"555,634,950,638",제 6 기,2022.01.01 ~ 2022.12.31,"482,768,977,272",제 5 기,2021.01.01 ~ 2021.12.31,"403,416,755,429",24,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,OFS,재무제표,IS,손익계산서,영업이익,제 7 기,2023.01.01 ~ 2023.12.31,"32,828,133,824",제 6 기,2022.01.01 ~ 2022.12.31,"33,207,554,252",제 5 기,2021.01.01 ~ 2021.12.31,"-401,327,820",26,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 7 기,2023.01.01 ~ 2023.12.31,"83,269,082,663",제 6 기,2022.01.01 ~ 2022.12.31,"61,598,399,105",제 5 기,2021.01.01 ~ 2021.12.31,"-2,416,166,283",28,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 7 기,2023.01.01 ~ 2023.12.31,"66,103,045,007",제 6 기,2022.01.01 ~ 2022.12.31,"96,341,815,766",제 5 기,2021.01.01 ~ 2021.12.31,"-10,731,217,823",30,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 7 기,2023.01.01 ~ 2023.12.31,"66,103,045,007",제 6 기,2022.01.01 ~ 2022.12.31,"96,341,815,766",제 5 기,2021.01.01 ~ 2021.12.31,"-10,731,217,823",62,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,OFS,재무제표,IS,손익계산서,총포괄손익,제 7 기,2023.01.01 ~ 2023.12.31,"63,688,013,792",제 6 기,2022.01.01 ~ 2022.12.31,"99,079,141,262",제 5 기,2021.01.01 ~ 2021.12.31,"-10,533,720,530",64,KRW,11011,377300,카카오페이
20240418000360,11011,2023,01244601,377300,OFS,재무제표,IS,손익계산서,영업비용,제 7 기,2023.01.01 ~ 2023.12.31,"522,806,816,814",제 6 기,2022.01.01 ~ 2022.12.31,"449,561,423,020",제 5 기,2021.01.01 ~ 2021.12.31,"403,818,083,249",66,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,CFS,연결재무제표,BS,재무상태표,유동자산,제 8 기,2024.12.31 현재,"3,907,691,508,569",제 7 기,2023.12.31 현재,"3,430,144,079,732",제 6 기,2022.12.31 현재,"2,803,327,189,086",1,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,CFS,연결재무제표,BS,재무상태표,비유동자산,제 8 기,2024.12.31 현재,"507,020,708,864",제 7 기,2023.12.31 현재,"536,342,538,638",제 6 기,2022.12.31 현재,"528,095,131,731",3,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,CFS,연결재무제표,BS,재무상태표,자산총계,제 8 기,2024.12.31 현재,"4,414,712,217,433",제 7 기,2023.12.31 현재,"3,966,486,618,370",제 6 기,2022.12.31 현재,"3,331,422,320,817",5,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,CFS,연결재무제표,BS,재무상태표,유동부채,제 8 기,2024.12.31 현재,"2,380,941,810,289",제 7 기,2023.12.31 현재,"1,908,761,807,446",제 6 기,2022.12.31 현재,"1,296,552,698,877",7,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,CFS,연결재무제표,BS,재무상태표,비유동부채,제 8 기,2024.12.31 현재,"122,961,935,401",제 7 기,2023.12.31 현재,"122,949,200,859",제 6 기,2022.12.31 현재,"126,609,902,135",9,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,CFS,연결재무제표,BS,재무상태표,부채총계,제 8 기,2024.12.31 현재,"2,503,903,745,690",제 7 기,2023.12.31 현재,"2,031,711,008,305",제 6 기,2022.12.31 현재,"1,423,162,601,012",11,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,CFS,연결재무제표,BS,재무상태표,자본금,제 8 기,2024.12.31 현재,"67,317,370,500",제 7 기,2023.12.31 현재,"67,132,533,000",제 6 기,2022.12.31 현재,"66,501,413,500",13,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,CFS,연결재무제표,BS,재무상태표,이익잉여금,제 8 기,2024.12.31 현재,"-183,951,166,731",제 7 기,2023.12.31 현재,"-170,233,169,446",제 6 기,2022.12.31 현재,"-172,749,529,559",17,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,CFS,연결재무제표,BS,재무상태표,자본총계,제 8 기,2024.12.31 현재,"1,910,808,471,743",제 7 기,2023.12.31 현재,"1,934,775,610,065",제 6 기,2022.12.31 현재,"1,908,259,719,805",21,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,CFS,연결재무제표,IS,손익계산서,매출액,제 8 기,2024.01.01 ~ 2024.12.31,"766,235,159,395",제 7 기,2023.01.01 ~ 2023.12.31,"615,362,834,408",제 6 기,2022.01.01 ~ 2022.12.31,"521,364,289,086",23,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,CFS,연결재무제표,IS,손익계산서,영업이익,제 8 기,2024.01.01 ~ 2024.12.31,"-57,486,477,377",제 7 기,2023.01.01 ~ 2023.12.31,"-56,589,696,679",제 6 기,2022.01.01 ~ 2022.12.31,"-45,483,825,929",25,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,CFS,연결재무제표,IS,손익계산서,법인세차감전 순이익,제 8 기,2024.01.01 ~ 2024.12.31,"-5,380,710,071",제 7 기,2023.01.01 ~ 2023.12.31,"-5,646,041,064",제 6 기,2022.01.01 ~ 2022.12.31,"-7,630,503,136",27,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,CFS,연결재무제표,IS,손익계산서,당기순이익(손실),제 8 기,2024.01.01 ~ 2024.12.31,"-21,537,569,693",제 7 기,2023.01.01 ~ 2023.12.31,"-22,906,723,275",제 6 기,2022.01.01 ~ 2022.12.31,"26,829,839,393",29,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,CFS,연결재무제표,IS,손익계산서,당기순이익(손실),제 8 기,2024.01.01 ~ 2024.12.31,"-21,537,569,693",제 7 기,2023.01.01 ~ 2023.12.31,"-22,906,723,275",제 6 기,2022.01.01 ~ 2022.12.31,"26,829,839,393",61,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,CFS,연결재무제표,IS,손익계산서,총포괄손익,제 8 기,2024.01.01 ~ 2024.12.31,"-24,201,476,995",제 7 기,2023.01.01 ~ 2023.12.31,"-27,361,467,587",제 6 기,2022.01.01 ~ 2022.12.31,"29,410,080,052",63,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,CFS,연결재무제표,IS,손익계산서,영업비용,제 8 기,2024.01.01 ~ 2024.12.31,"823,721,636,772",제 7 기,2023.01.01 ~ 2023.12.31,"671,952,531,087",제 6 기,2022.01.01 ~ 2022.12.31,"566,848,115,015",65,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,OFS,재무제표,BS,재무상태표,유동자산,제 8 기,2024.12.31 현재,"2,498,868,023,528",제 7 기,2023.12.31 현재,"2,395,729,063,310",제 6 기,2022.12.31 현재,"2,272,281,318,600",2,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,OFS,재무제표,BS,재무상태표,비유동자산,제 8 기,2024.12.31 현재,"861,984,666,642",제 7 기,2023.12.31 현재,"891,450,508,013",제 6 기,2022.12.31 현재,"624,563,115,323",4,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,OFS,재무제표,BS,재무상태표,자산총계,제 8 기,2024.12.31 현재,"3,360,852,690,170",제 7 기,2023.12.31 현재,"3,287,179,571,323",제 6 기,2022.12.31 현재,"2,896,844,433,923",6,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,OFS,재무제표,BS,재무상태표,유동부채,제 8 기,2024.12.31 현재,"1,142,734,543,123",제 7 기,2023.12.31 현재,"1,109,566,542,953",제 6 기,2022.12.31 현재,"874,358,965,026",8,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,OFS,재무제표,BS,재무상태표,비유동부채,제 8 기,2024.12.31 현재,"96,190,476,166",제 7 기,2023.12.31 현재,"96,365,680,692",제 6 기,2022.12.31 현재,"98,805,110,658",10,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,OFS,재무제표,BS,재무상태표,부채총계,제 8 기,2024.12.31 현재,"1,238,925,019,289",제 7 기,2023.12.31 현재,"1,205,932,223,645",제 6 기,2022.12.31 현재,"973,164,075,684",12,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,OFS,재무제표,BS,재무상태표,자본금,제 8 기,2024.12.31 현재,"67,317,370,500",제 7 기,2023.12.31 현재,"67,132,533,000",제 6 기,2022.12.31 현재,"66,501,413,500",15,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,OFS,재무제표,BS,재무상태표,이익잉여금,제 8 기,2024.12.31 현재,"-366,550,113",제 7 기,2023.12.31 현재,"-45,556,651,318",제 6 기,2022.12.31 현재,"-111,659,696,325",19,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,OFS,재무제표,BS,재무상태표,자본총계,제 8 기,2024.12.31 현재,"2,121,927,670,881",제 7 기,2023.12.31 현재,"2,081,247,347,678",제 6 기,2022.12.31 현재,"1,923,680,358,239",22,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,OFS,재무제표,IS,손익계산서,매출액,제 8 기,2024.01.01 ~ 2024.12.31,"618,855,436,828",제 7 기,2023.01.01 ~ 2023.12.31,"555,634,950,638",제 6 기,2022.01.01 ~ 2022.12.31,"482,768,977,272",24,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,OFS,재무제표,IS,손익계산서,영업이익,제 8 기,2024.01.01 ~ 2024.12.31,"12,202,062,049",제 7 기,2023.01.01 ~ 2023.12.31,"32,828,133,824",제 6 기,2022.01.01 ~ 2022.12.31,"33,207,554,252",26,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 8 기,2024.01.01 ~ 2024.12.31,"60,840,292,580",제 7 기,2023.01.01 ~ 2023.12.31,"83,269,082,663",제 6 기,2022.01.01 ~ 2022.12.31,"61,598,399,105",28,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 8 기,2024.01.01 ~ 2024.12.31,"45,190,101,205",제 7 기,2023.01.01 ~ 2023.12.31,"66,103,045,007",제 6 기,2022.01.01 ~ 2022.12.31,"96,341,815,766",30,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 8 기,2024.01.01 ~ 2024.12.31,"45,190,101,205",제 7 기,2023.01.01 ~ 2023.12.31,"66,103,045,007",제 6 기,2022.01.01 ~ 2022.12.31,"96,341,815,766",62,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,OFS,재무제표,IS,손익계산서,총포괄손익,제 8 기,2024.01.01 ~ 2024.12.31,"40,445,984,530",제 7 기,2023.01.01 ~ 2023.12.31,"63,688,013,792",제 6 기,2022.01.01 ~ 2022.12.31,"99,079,141,262",64,KRW,11011,377300,카카오페이
20250313001156,11011,2024,01244601,377300,OFS,재무제표,IS,손익계산서,영업비용,제 8 기,2024.01.01 ~ 2024.12.31,"606,653,374,779",제 7 기,2023.01.01 ~ 2023.12.31,"522,806,816,814",제 6 기,2022.01.01 ~ 2022.12.31,"449,561,423,020",66,KRW,11011,377300,카카오페이
