date,open,high,low,close,volume,return,ticker
2025-08-18,71100,71200,70000,70000,13595591,-2.2346368715083798,005930
2025-08-19,70400,70700,69700,70000,10533082,0.0,005930
2025-08-20,70100,70700,69400,70500,17445516,0.7142857142857143,005930
2025-08-21,71500,71900,70600,70600,18843833,0.14184397163120568,005930
2025-08-22,71700,71800,70800,71400,9277432,1.13314447592068,005930
2025-08-25,71700,71800,71000,71500,10345178,0.1400560224089636,005930
2025-08-26,70800,71100,70300,70300,14712519,-1.6783216783216783,005930
2025-08-27,70100,70900,69800,70600,10523405,0.42674253200568996,005930
2025-08-28,70100,70400,69600,69600,11578024,-1.41643059490085,005930
2025-08-29,70100,70500,69700,69700,11682267,0.14367816091954022,005930
2025-09-01,68400,68600,67500,67600,12002343,-3.012912482065997,005930
2025-09-02,67800,69500,67800,69100,10604028,2.2189349112426036,005930
2025-09-03,69200,69800,68800,69800,10283009,1.0130246020260492,005930
2025-09-04,69500,70100,69300,70100,12284414,0.42979942693409745,005930
2025-09-05,70300,70400,69500,69500,11526724,-0.8559201141226819,005930
2025-09-08,69800,70500,69600,70100,9263135,0.8633093525179856,005930
2025-09-09,70100,71500,70000,71500,14870245,1.9971469329529243,005930
2025-09-10,71800,72800,71600,72600,21928565,1.5384615384615385,005930
2025-09-11,73200,73600,72100,73400,20793501,1.1019283746556474,005930
2025-09-12,74600,75600,74200,75400,28219678,2.7247956403269753,005930
2025-09-15,77200,77600,75900,76500,19908805,1.4588859416445623,005930
2025-09-16,76900,79500,76700,79400,28218265,3.7908496732026142,005930
2025-09-17,79100,79100,77100,78200,20856317,-1.5113350125944585,005930
2025-09-18,79100,80500,78600,80500,25619035,2.941176470588235,005930
2025-09-19,81100,81200,79600,79700,20898386,-0.9937888198757764,005930
2025-09-22,81500,84000,81100,83500,27529656,4.767879548306149,005930
2025-09-23,85800,85900,83600,84700,23610263,1.437125748502994,005930
2025-09-24,84200,85500,83700,85400,18300997,0.8264462809917356,005930
2025-09-25,84400,86200,84100,86100,19665151,0.819672131147541,005930
2025-09-26,85000,85300,82400,83300,24071193,-3.2520325203252036,005930
2025-09-29,83300,85000,83200,84200,13069094,1.0804321728691477,005930
2025-09-30,84600,84900,83400,83900,16319061,-0.35629453681710216,005930
2025-10-01,84900,86200,84700,86000,22039361,2.5029797377830754,005930
2025-10-02,89300,90300,88700,89000,49883028,3.488372093023256,005930
2025-10-10,94000,94500,92700,94400,35269748,6.067415730337078,005930
2025-10-13,91300,93400,90700,93300,23883308,-1.1652542372881356,005930
2025-10-14,95300,96000,90200,91600,35545235,-1.822079314040729,005930
2025-10-15,92300,95300,92100,95000,21050111,3.711790393013101,005930
2025-10-16,95300,97700,95000,97700,28141060,2.8421052631578947,005930
2025-10-17,97200,99100,96700,97900,22730809,0.2047082906857728,005930
2025-10-20,97900,98300,96000,98100,17589756,0.20429009193054137,005930
2025-10-21,98500,99900,97300,97500,22803830,-0.6116207951070336,005930
2025-10-22,97100,98600,95500,98600,15937611,1.1282051282051282,005930
2025-10-23,96800,98500,96300,96500,18488581,-2.129817444219067,005930
2025-10-24,97900,99000,97700,98800,18801925,2.383419689119171,005930
2025-10-27,101300,102000,100600,102000,22169970,3.2388663967611335,005930
2025-10-28,100900,101000,99100,99500,20002282,-2.450980392156863,005930
2025-10-29,100200,101000,99100,100500,20899788,1.0050251256281406,005930
2025-10-30,102400,105800,102000,104100,34570017,3.582089552238806,005930
2025-10-31,105000,108600,103300,107500,54824564,3.266090297790586,005930
2025-11-03,106900,111500,106500,111100,30110066,3.3488372093023258,005930
2025-11-04,111800,112400,104900,104900,30450281,-5.5805580558055805,005930
2025-11-05,101000,102000,96700,100600,44843020,-4.0991420400381315,005930
2025-11-06,103700,103800,98800,99200,28655689,-1.3916500994035785,005930
2025-11-07,96400,100300,96300,97900,22908083,-1.310483870967742,005930
2025-11-10,98600,101000,97900,100600,23842327,2.7579162410623086,005930
2025-11-11,103700,106000,102000,103500,27742542,2.8827037773359843,005930
2025-11-12,103000,103900,101600,103100,19413497,-0.3864734299516908,005930
2025-11-13,102500,104200,102300,102800,20838741,-0.2909796314258002,005930
2025-11-14,99000,99600,97200,97200,21806342,-5.447470817120623,005930
2025-11-17,99800,101000,99500,100600,17192584,3.4979423868312756,005930
2025-11-18,99800,100900,97500,97800,18684068,-2.783300198807157,005930
2025-11-19,97100,97500,94600,96500,18993346,-1.329243353783231,005930
2025-11-20,100900,102900,99500,100600,25360435,4.248704663212435,005930
2025-11-21,95600,96800,94500,94800,23103574,-5.7654075546719685,005930
2025-11-24,97800,99000,96200,96700,29831172,2.0042194092827006,005930
2025-11-25,101400,101400,97800,99300,16110054,2.688728024819028,005930
2025-11-26,100500,102900,99300,102800,21314975,3.5246727089627394,005930
2025-11-27,104100,105500,102700,103500,16453004,0.6809338521400778,005930
2025-11-28,103800,103800,100500,100500,15292277,-2.898550724637681,005930
2025-12-01,102000,102800,99900,100800,10905526,0.2985074626865672,005930
2025-12-02,101200,103500,101000,103400,13649487,2.579365079365079,005930
2025-12-03,104700,105500,104000,104500,14697927,1.0638297872340425,005930
2025-12-04,103900,105100,103200,105100,11931145,0.5741626794258373,005930
2025-12-05,105300,108400,104600,108400,19755571,3.139866793529972,005930
2025-12-08,109700,110000,108000,109500,15527762,1.014760147601476,005930
2025-12-09,108900,109400,107300,108400,13671800,-1.004566210045662,005930
2025-12-10,108300,109800,107400,108000,12365092,-0.36900369003690037,005930
2025-12-11,109200,110500,107300,107300,22994507,-0.6481481481481481,005930
2025-12-12,107100,108900,106800,108900,14210314,1.4911463187325256,005930
2025-12-15,105300,105800,104600,104800,20594654,-3.7649219467401287,005930
2025-12-16,104900,105600,102700,102800,18852079,-1.9083969465648856,005930
2025-12-17,103500,108100,103400,107900,22297611,4.961089494163424,005930
2025-12-18,106400,108200,105700,107600,20445631,-0.27803521779425394,005930
2025-12-19,109700,109700,106200,106300,25917098,-1.20817843866171,005930
2025-12-22,109700,110500,109300,110500,24859171,3.951081843838194,005930
2025-12-23,110900,112500,110400,111500,20419187,0.904977375565611,005930
2025-12-24,112400,112400,110900,111100,12492939,-0.35874439461883406,005930
2025-12-26,112400,117000,112400,117000,34018174,5.3105310531053105,005930
2025-12-29,119400,119700,118200,119500,19676004,2.1367521367521367,005930
2025-12-30,119100,121200,118700,119900,19746349,0.33472803347280333,005930
2026-01-02,120200,128500,120200,128500,30463279,7.172643869891576,005930
2026-01-05,134600,138600,133600,138100,42863376,7.470817120622568,005930
2026-01-06,135300,139300,132700,138900,45321341,0.5792903692976104,005930
2026-01-07,143500,144400,137600,141000,46317413,1.511879049676026,005930
2026-01-08,138300,144500,138300,138800,41449329,-1.5602836879432624,005930
2026-01-09,136000,140700,135200,139000,29520566,0.1440922190201729,005930
2026-01-12,141000,142000,136900,138800,26271134,-0.14388489208633093,005930
2026-01-13,139800,140200,136900,137600,22384699,-0.8645533141210375,005930
2026-01-14,137000,140300,136800,140300,18444394,1.9622093023255813,005930
2026-01-15,139000,144000,138300,143900,24701126,2.565930149679259,005930
2026-01-16,145300,149500,144300,148900,30000219,3.4746351633078527,005930
2026-01-19,147200,150600,146600,149300,22762497,0.2686366689053056,005930
2026-01-20,148500,149300,143900,145200,24059218,-2.7461486939048894,005930
2026-01-21,141900,149800,141800,149500,31703610,2.9614325068870526,005930
2026-01-22,155000,157000,150800,152300,32073624,1.8729096989966554,005930
2026-01-23,154700,156000,150100,152100,25407497,-0.13131976362442546,005930
2026-01-26,154900,156400,151500,152100,20561689,0.0,005930
2026-01-27,150500,159500,149200,159500,29423670,4.865220249835635,005930
2026-01-28,162600,163300,160200,162400,29456431,1.8181818181818181,005930
2026-01-29,166200,166600,157100,160700,36087223,-1.0467980295566501,005930
2026-01-30,160100,166500,160100,160500,40557267,-0.12445550715619166,005930
2026-02-02,155700,159600,150400,150400,39748369,-6.2928348909657315,005930
2026-02-03,157900,167500,157200,167500,36529813,11.36968085106383,005930
2026-02-04,163500,169400,163100,169100,29943042,0.9552238805970149,005930
2026-02-05,162000,164000,158500,159300,38435228,-5.79538734476641,005930
2026-02-06,154100,160300,151600,158600,36358081,-0.4394224733207784,005930
2026-02-09,168600,168700,165000,166400,25098971,4.918032786885246,005930
2026-02-10,167400,168100,165500,165800,19369566,-0.3605769230769231,005930
2026-02-11,164000,168600,162000,167800,22760242,1.2062726176115801,005930
2026-02-12,171200,179600,170100,178600,41296011,6.436233611442193,005930
2026-02-13,179500,184400,178900,181200,34454192,1.4557670772676372,005930
2026-02-19,188000,190900,187100,190000,27049388,4.856512141280353,005930
2026-02-20,190000,190300,188600,190100,24213880,0.05263157894736842,005930
2026-02-23,194400,197600,190500,193000,26364684,1.5255128879537085,005930
2026-02-24,193000,200000,192000,200000,28060617,3.6269430051813467,005930
2026-02-25,202500,206000,201000,203500,26987996,1.7500000000000002,005930
2026-02-26,206500,219000,206000,218000,30095763,7.125307125307126,005930
2026-02-27,210000,223000,210000,216500,51774768,-0.6880733944954129,005930
2026-03-03,209500,212500,195100,195100,54879010,-9.884526558891455,005930
2026-03-04,184200,195900,171900,172200,89427954,-11.737570476678625,005930
2026-03-05,195000,199700,188100,191600,53959129,11.265969802555169,005930
2026-03-06,186100,189700,181000,188200,29522650,-1.7745302713987474,005930
2026-03-09,173500,175500,167300,173500,43066020,-7.810839532412326,005930
2026-03-10,187600,191500,184300,187900,33530170,8.29971181556196,005930
2026-03-11,193000,194800,187700,190000,24311356,1.1176157530601383,005930
2026-03-12,186600,190000,185900,187900,20440753,-1.1052631578947367,005930
2026-03-13,180000,186200,179900,183500,19566331,-2.3416711016498137,005930
2026-03-16,184600,189000,183600,188700,19747901,2.833787465940054,005930
2026-03-17,198000,198000,193100,193900,20300082,2.755696873343932,005930
2026-03-18,200500,209000,199700,208500,25148481,7.529654461062403,005930
2026-03-19,199900,205000,199600,200500,19884483,-3.8369304556354913,005930
2026-03-20,202000,202500,199000,199400,35279762,-0.5486284289276808,005930
2026-03-23,190500,191200,186300,186300,30268173,-6.569709127382146,005930
2026-03-24,195500,196000,185500,189700,25458914,1.8250134192163179,005930
2026-03-25,193700,196400,189000,189000,22995904,-0.36900369003690037,005930
2026-03-26,185500,185900,178900,180100,32074131,-4.708994708994709,005930
2026-03-27,172100,181700,172000,179700,29138966,-0.22209883398112162,005930
2026-03-30,171000,176650,170600,176300,22269147,-1.8920422927100722,005930
2026-03-31,170000,174700,167000,167200,38659593,-5.161656267725468,005930
2026-04-01,179000,190800,178000,189600,32390251,13.397129186602871,005930
2026-04-02,192600,193600,175000,178400,38615231,-5.9071729957805905,005930
2026-04-03,184200,187200,182700,186200,20194447,4.37219730941704,005930
2026-04-06,190900,194600,190100,193100,20635958,3.705692803437164,005930
2026-04-07,202000,202500,192400,196500,30848053,1.7607457276022784,005930
2026-04-08,214000,214500,207500,210500,35890973,7.124681933842239,005930
2026-04-09,207000,207500,202000,204000,42320839,-3.0878859857482186,005930
2026-04-10,208500,211000,205500,206000,18244459,0.9803921568627451,005930
2026-04-13,198200,203000,198200,201000,19603415,-2.4271844660194173,005930
2026-04-14,208000,210000,205500,206500,23672078,2.736318407960199,005930
2026-04-15,215000,215500,210000,211000,24092884,2.1791767554479415,005930
2026-04-16,212000,218000,210500,217500,21499788,3.080568720379147,005930
2026-04-17,217000,218000,215000,216000,15537867,-0.6896551724137931,005930
