ticker,corp_name,year,assets_total,liabilities_total,equity_total,revenue,operating_income,net_income,debt_ratio,roe,collected_at
377300,카카오페이,2022,3331529857877.0,1423304932690.0,1908224925187.0,,-45518620546.0,26795044775.0,74.58790176690103,1.4041869184983091,2026-04-18 06:48:22.251935+00:00
377300,카카오페이,2023,3966486618370.0,2031711008305.0,1934775610065.0,615362834408.0,-56589696679.0,-22906723275.0,105.01016230180528,-1.1839472833870608,2026-04-18 06:48:22.251935+00:00
377300,카카오페이,2024,4414712217433.0,2503903745690.0,1910808471743.0,766235159395.0,-57486477377.0,-21537569693.0,131.0389702954368,-1.1271443481383498,2026-04-18 06:48:22.251935+00:00
